Y,X1,X2
648,72,9
300,15,20
576,32,18
840,70,12
168,28,6
468,36,13
465,31,15
40,1,40
6887,97,71
3905,55,71
184,8,23
738,9,82
1235,19,65
4104,72,57
957,87,11
1045,11,95
91,91,1
2898,46,63
25,5,5
4914,78,63
720,24,30
4154,62,67
4628,89,52
1625,25,65
5170,55,94
1580,20,79
2528,79,32
30,6,5
775,25,31
378,27,14
1755,65,27
3198,39,82
4150,83,50
1892,86,22
3690,90,41
658610,670,983
29988,147,204
396660,660,601
308481,321,961
405744,642,632
57750,110,525
50820,121,420
710544,904,786
301504,673,448
12825,15,855
8610,861,10
345420,855,404
488268,594,822
1946,278,7
674106,849,794
121940,910,134
628506,927,678
304278,498,611
36326,886,41
121550,170,715
79968,714,112
318160,410,776
135880,172,790
394740,540,731
315576,648,487
200739,363,553
437562,666,657
685578,978,701
175422,346,507
3984,498,8
203553,567,359
446082,798,559
19228,874,22
111996,204,549
21840,208,105
9309,107,87
429678,657,654
131347,223,589
240560,485,496
23452,902,26
119952,196,612
30492,99,308
89425,511,175
192015,765,251
247420,695,356
537642,753,714
14124,66,214
24505,29,845
501660,929,540
174542,197,886
44945,101,445
9408,21,448
15120,720,21
33288,57,584
89397,231,387
370744,968,383
143488,472,304
846336,912,928
257300,415,620
58824,228,258
493458,758,651
262870,271,970
415944,436,954
22940,185,124
14674,506,29
143988,169,852
342435,617,555
8911,133,67
60944,586,104
385500,750,514
218140,260,839
392231,959,409
170660,644,265
542070,570,951
216216,364,594
328116,444,739
479359,953,503
296528,344,862
440856,628,702
501319,787,637
2584,68,38
500780,980,511
224865,263,855
43022,439,98
487975,655,745
16720,209,80
374415,687,545
443072,989,448
29300,586,50
36059,107,337
528000,1000,528
58320,432,135
403604,943,428
332830,830,401
219375,375,585
118016,256,461
103950,315,330
57856,452,128
756320,928,815
192500,550,350
203232,464,438
498168,888,561
348381,621,561
640200,825,776
5446,389,14
401828,508,791
4784,598,8
180576,513,352
363946,466,781
89760,480,187
141764,244,581
862845,915,943
51027,233,219
57900,150,386
170578,346,493
94742,746,127
507978,621,818
58968,126,468
315076,347,908
356544,576,619
2640,220,12
583884,993,588
370899,723,513
134946,162,833
484126,493,982
211896,654,324
181671,211,861
143418,451,318
180383,511,353
85275,379,225
14322,434,33
605668,679,892
338826,379,894
453635,997,455
232042,362,641
830496,844,984
225250,901,250
164256,348,472
194310,762,255
221885,223,995
305558,646,473
23520,40,588
101088,864,117
65860,178,370
420343,721,583
45760,176,260
70446,118,597
213300,450,474
262108,814,322
246865,485,509
632370,642,985
526864,884,596
23694,66,359
6825,65,105
39600,450,88
518980,674,770
192104,236,814
102000,250,408
794640,840,946
5220,30,174
24742,178,139
104675,395,265
230202,441,522
2934,18,163
41580,924,45
24297,39,623
68019,553,123
20064,352,57
281424,984,286
104368,593,176
84252,236,357
328380,421,780
577936,656,881
312800,800,391
4000,8,500
44874,831,54
394128,504,782
364419,891,409
852432,944,903
457875,925,495
156655,323,485
150319,403,373
78080,244,320
19152,342,56
188125,301,625
66963,101,663
278850,715,390
40545,45,901
475200,550,864
171912,247,696
11640,20,582
308151,339,909
411502,646,637
85752,794,108
535847,611,877
148131,327,453
547883,943,581
2472,24,103
54570,642,85
350126,562,623
47824,488,98
145656,408,357
301474,307,982
161874,782,207
509017,521,977
100434,881,114
260414,418,623
56100,850,66
263810,370,713
281866,481,586
193370,610,317
11856,494,24
39347,49,803
387260,578,670
117528,354,332
408090,610,669
161040,220,732
320512,626,512
216108,348,621
333210,870,383
455651,833,547
431334,773,558
288145,403,715
49184,464,106
138788,442,314
335508,876,383
822943,947,869
34488,72,479
3653,13,281
164328,668,246
410530,610,673
103929,303,343
223776,864,259
32333,149,217
646714,827,782
316393,539,587
160210,866,185
155848,616,253
452268,612,739
96820,103,940
31324,191,164
816816,924,884
85648,808,106
216987,453,479
16776,24,699
229375,367,625
861930,915,942
169824,348,488
2640,11,240
32805,729,45
136145,373,365
45978,79,582
316800,550,576
731775,887,825
14752,461,32
186935,343,545
376854,587,642
12696,276,46
17534,797,22
12802,173,74
351900,425,828
644962,829,778
353970,810,437
10296,11,936
338580,810,418
54492,956,57
100806,159,634
78880,136,580
68870,710,97
102258,207,494
471142,922,511
67774,329,206
173775,331,525
472238,886,533
484340,794,610
395760,970,408
57449,203,283
698145,915,763
355116,586,606
317100,420,755
664608,672,989
198021,447,443
116622,209,558
102600,900,114
483790,505,958
477692,614,778
20398,62,329
605664,864,701
31536,657,48
32241,33,977
479076,481,996
237456,291,816
53570,487,110
472269,523,903
25560,568,45
52316,451,116
73944,237,312
48433,77,629
1810,2,905
545012,892,611
43440,48,905
156250,625,250
538650,810,665
245364,889,276
240350,418,575
128345,133,965
100340,580,173
67184,208,323
374886,531,706
94956,492,193
252858,402,629
131140,166,790
456104,781,584
314224,479,656
218960,952,230
633656,769,824
15411,33,467
1392,174,8
444132,949,468
443632,466,952
16454,19,866
403650,575,702
108823,143,761
339720,447,760
20,1,20
147649,361,409
269584,464,581
157320,228,690
264138,266,993
25194,646,39
2364,3,788
635236,926,686
248830,298,835
5192,22,236
488345,715,683
167986,923,182
618936,629,984
12704,32,397
266784,672,397
44091,207,213
2352,56,42
412764,636,649
67900,679,100
135680,256,530
325836,756,431
743757,749,993
379816,788,482
127296,144,884
221733,347,639
465300,940,495
744915,937,795
288750,550,525
170323,731,233
355572,612,581
867,17,51
446889,543,823
206050,634,325
459665,745,617
509472,696,732
136350,505,270
123900,354,350
546270,695,786
38683,383,101
872292,942,926
377728,416,908
15134,23,658
12240,36,340
237000,632,375
42596,926,46
286667,653,439
320946,894,359
45951,159,289
109552,328,334
251750,530,475
349838,422,829
51340,340,151
310992,836,372
39960,888,45
376329,799,471
45368,856,53
484524,626,774
223510,721,310
413248,587,704
183456,672,273
597045,751,795
11520,90,128
62328,168,371
105669,597,177
196620,339,580
869384,872,997
219024,676,324
183143,491,373
39690,54,735
142072,344,413
7028,502,14
27846,78,357
546143,977,559
42336,756,56
154980,540,287
199826,293,682
644436,702,918
171647,217,791
557525,769,725
593810,998,595
636000,1000,636
186992,806,232
478805,731,655
930204,972,957
497375,865,575
3612,86,42
494846,913,542
705510,871,810
67400,100,674
57166,202,283
49210,190,259
1280,8,160
372520,536,695
624438,678,921
399582,843,474
459998,638,721
180115,815,221
168696,284,594
257702,479,538
57358,241,238
62926,146,431
667480,902,740
299712,448,669
120224,221,544
653366,826,791
123975,225,551
10985,65,169
179467,911,197
22652,28,809
23634,117,202
7722,54,143
555148,682,814
742923,851,873
12513,129,97
178100,650,274
597550,950,629
139093,367,379
3213,7,459
417162,753,554
504279,983,513
214760,826,260
40002,118,339
148694,817,182
205412,356,577
8556,276,31
94635,701,135
24600,984,25
58776,474,124
174420,190,918
719680,865,832
301224,308,978
219240,406,540
117902,353,334
602532,797,756
292317,417,701
85084,178,478
431730,533,810
148347,159,933
237367,247,961
530064,818,648
37950,138,275
442356,764,579
129195,405,319
74730,235,318
244706,539,454
68100,908,75
88920,180,494
138624,152,912
244992,348,704
203696,232,878
553425,705,785
105033,157,669
110510,430,257
342813,687,499
204525,405,505
920530,949,970
452016,876,516
716607,983,729
243500,500,487
132392,268,494
27264,96,284
20889,211,99
43281,229,189
76180,260,293
9324,259,36
119,7,17
160,10,16
30,3,10
280,14,20
9,9,1
130,13,10
35,7,5
28,4,7
30,2,15
32,16,2
72,8,9
169,13,13
4,2,2
84,6,14
280,20,14
234,18,13
380,20,19
10,2,5
5,5,1
196,14,14
10,10,1
300,15,20
36,2,18
171,19,9
361,19,19
105,15,7
42,14,3
12,1,12
7,1,7
11,1,11
121,11,11
2,1,2
38,2,19
1,1,1
112,8,14
80,5,16
60,10,6
5,5,1
6,3,2
120,10,12
52,4,13
14,1,14
84,7,12
8,8,1
324,18,18
208,16,13
380,19,20
20,4,5
165,15,11
238,14,17
221,17,13
104,13,8
36,3,12
70,14,5
126,18,7
234,18,13
170,10,17
204,17,12
156,13,12
162,9,18
33,3,11
140,20,7
96,16,6
70,10,7
224,16,14
35,5,7
6,3,2
168,14,12
56,8,7
3,1,3
160,8,20
168,14,12
9,3,3
40,10,4
63,9,7
143,13,11
108,18,6
340,20,17
17,1,17
1,1,1
90,18,5
8,8,1
228,19,12
11,11,1
15,15,1
15,3,5
49,7,7
126,7,18
50,5,10
114,6,19
36,3,12
162,9,18
180,18,10
132,12,11
18,18,1
48,6,8
77,7,11
63,9,7
126,14,9
80,4,20
266,14,19
24,6,4
24,8,3
78,6,13
96,6,16
256,16,16
168,14,12
140,14,10
120,8,15
160,20,8
153,17,9
152,19,8
36,12,3
272,16,17
84,12,7
90,10,9
6,2,3
285,15,19
255,17,15
36,12,3
176,11,16
272,17,16
9,1,9
68,4,17
224,14,16
20,5,4
8,2,4
238,14,17
140,20,7
56,7,8
20,10,2
16,8,2
16,4,4
162,9,18
52,4,13
36,18,2
90,5,18
162,9,18
30,2,15
266,14,19
14,2,7
36,18,2
56,14,4
48,4,12
180,18,10
304,16,19
60,4,15
114,19,6
170,10,17
49,7,7
2,1,2
104,8,13
192,12,16
75,5,15
56,14,4
13,13,1
160,16,10
180,15,12
30,3,10
36,18,2
150,15,10
240,12,20
260,13,20
160,8,20
160,20,8
252,14,18
3,1,3
210,15,14
182,14,13
25,5,5
3,1,3
252,18,14
30,15,2
320,20,16
40,2,20
84,14,6
112,8,14
60,5,12
144,18,8
168,12,14
240,12,20
240,20,12
51,17,3
24,2,12
8,4,2
72,8,9
36,4,9
3,3,1
135,15,9
8,4,2
240,15,16
112,8,14
9,1,9
84,7,12
130,10,13
75,5,15
162,18,9
88,11,8
13,1,13
51,3,17
6,6,1
55,5,11
195,15,13
400,20,20
192,16,12
216,12,18
96,12,8
14,14,1
56,8,7
105,7,15
64,4,16
112,8,14
56,7,8
247,13,19
30,6,5
120,15,8
28,4,7
13,1,13
91,7,13
108,18,6
90,18,5
84,14,6
165,11,15
128,16,8
78,13,6
68,17,4
19,19,1
160,20,8
104,13,8
28,14,2
6,3,2
21,3,7
38,19,2
22,2,11
130,13,10
30,10,3
198,18,11
76,4,19
20,10,2
64,8,8
95,19,5
48,3,16
320,20,16
17,17,1
85,5,17
13,13,1
400,20,20
160,20,8
63,7,9
247,13,19
27,3,9
16,4,4
119,7,17
120,12,10
63,9,7
22,11,2
160,8,20
36,3,12
90,6,15
45,15,3
24,3,8
84,6,14
60,5,12
26,13,2
195,15,13
170,10,17
3,1,3
180,9,20
27,3,9
24,2,12
15,1,15
48,16,3
57,3,19
40,20,2
32,4,8
342,19,18
120,15,8
21,7,3
90,10,9
30,6,5
34,2,17
36,6,6
100,10,10
64,8,8
255,17,15
56,7,8
32,16,2
28,14,2
280,20,14
130,10,13
144,12,12
8,1,8
15,5,3
100,5,20
28,14,2
12,4,3
65,13,5
54,6,9
320,20,16
160,8,20
38,2,19
289,17,17
144,9,16
16,4,4
324,18,18
289,17,17
84,7,12
30,5,6
16,16,1
198,18,11
16,4,4
252,14,18
285,19,15
120,20,6
180,9,20
52,4,13
252,14,18
255,15,17
14,7,2
99,9,11
260,20,13
126,18,7
55,11,5
50,10,5
140,10,14
270,18,15
208,16,13
360,20,18
25,5,5
108,9,12
224,14,16
40,8,5
204,17,12
40,4,10
247,19,13
114,19,6
72,18,4
21,7,3
216,18,12
44,11,4
104,13,8
18,3,6
119,17,7
16,2,8
26,2,13
152,8,19
34,2,17
340,17,20
30,15,2
160,20,8
70,7,10
16,4,4
140,10,14
24,12,2
204,17,12
102,17,6
34,17,2
24,8,3
28,7,4
99,11,9
300,15,20
39,13,3
12,3,4
40,4,10
144,12,12
144,9,16
105,7,15
40,10,4
32,16,2
